Age#,Boarding point 1,Cabin,Category,Class,Destination,destination,Embarked,Gender,Name,NameRaw,Origin,Parch - Calc,parch calc 2,Passenger Id,Port,Sex,SibSp - Calc,sibsp calc2,Survived,Survived - Calc,Survived num,Ticket,Age,Dest Lat,Dest Long,Dest point,Fare,Fare Rounded,Number of Passengers,Origin Lat,Origin Lon,Origin Point,Parch,Pclass,Route,Sib Sp,Survival Percentage,SurvivedRaw,Wreck ship Latitude,Wreck ship longitude
60,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Konrad Mathias Reiersen Hagland,"Hagland, Mr. Konrad Mathias Reiersen",Southampton,0,No,491,Southampton,male,1,Yes,Not Survived,Died,,65304,60,40.6677,-74.0407,Point,19.9667,19,1,50.9167,-1.38333,Point,0,3,LineString,1,0,0,41.726931,-49.948253
20,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Einar Windelov,"Windelov, Mr. Einar",Southampton,0,No,492,Southampton,male,0,No,Not Survived,Died,,SOTON/OQ 3101317,21,40.6677,-74.0407,Point,7.25,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
54,Southampton,C30,Men,First,"New York, United States",New York,S,Male,Mr. Harry Markland Molson,"Molson, Mr. Harry Markland",Southampton,0,No,493,Southampton,male,0,No,Not Survived,Died,,113787,55,40.6677,-74.0407,Point,30.5,30,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
70,Southampton,P15,Men,First,"New York, United States",New York,C,Male,Mr. Ramon Artagaveytia,"Artagaveytia, Mr. Ramon",Southampton,0,No,494,Cherbourg,male,0,No,Not Survived,Died,,PC 17609,71,40.6677,-74.0407,Point,49.5042,49,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
20,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Edward Roland Stanley,"Stanley, Mr. Edward Roland",Southampton,0,No,495,Southampton,male,0,No,Not Survived,Died,,A/4 45380,21,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,C,Male,Mr. Gerious Yousseff,"Yousseff, Mr. Gerious",Southampton,0,No,496,Cherbourg,male,0,No,Not Survived,Died,,2627,60,40.6677,-74.0407,Point,14.4583,14,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
54,Southampton,D20,Women,First,"New York, United States",New York,C,Female,Miss. Elizabeth Mussey Eustis,"Eustis, Miss. Elizabeth Mussey",Southampton,0,No,497,Cherbourg,female,1,Yes,Survived,Survived,,36947,54,40.6677,-74.0407,Point,78.2667,78,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Frederick William Shellard,"Shellard, Mr. Frederick William",Southampton,0,No,498,Southampton,male,0,No,Not Survived,Died,,C.A. 6212,60,40.6677,-74.0407,Point,15.1,15,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
24,Southampton,C22 C26,Women,First,"New York, United States",New York,S,Female,Mrs. Hudson J C (Bessie Waldo Daniels) Allison,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",Southampton,2,Yes,499,Southampton,female,1,Yes,Not Survived,Died,,113781,25,40.6677,-74.0407,Point,151.55,151,1,50.9167,-1.38333,Point,2,1,LineString,1,0,0,41.726931,-49.948253
24,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Olof Svensson,"Svensson, Mr. Olof",Southampton,0,No,500,Southampton,male,0,No,Not Survived,Died,,350035,24,40.6677,-74.0407,Point,7.7958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
16,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Petar Calic,"Calic, Mr. Petar",Southampton,0,No,501,Southampton,male,0,No,Not Survived,Died,,315086,17,40.6677,-74.0407,Point,8.6625,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
20,Southampton,P15,Women,Third,"New York, United States",New York,Q,Female,Miss. Mary Canavan,"Canavan, Miss. Mary",Southampton,0,No,502,Queenstown,female,0,No,Not Survived,Died,,364846,21,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Women,Third,"New York, United States",New York,Q,Female,Miss. Bridget Mary O'Sullivan,"O'Sullivan, Miss. Bridget Mary",Southampton,0,No,503,Queenstown,female,0,No,Not Survived,Died,,330909,60,40.6677,-74.0407,Point,7.6292,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
36,Southampton,P15,Women,Third,"New York, United States",New York,S,Female,Miss. Kristina Sofia Laitinen,"Laitinen, Miss. Kristina Sofia",Southampton,0,No,504,Southampton,female,0,No,Not Survived,Died,,4135,37,40.6677,-74.0407,Point,9.5875,9,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
16,Southampton,B79,Women,First,"New York, United States",New York,S,Female,Miss. Roberta Maioni,"Maioni, Miss. Roberta",Southampton,0,No,505,Southampton,female,0,No,Survived,Survived,,110152,16,40.6677,-74.0407,Point,86.5,86,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
18,Southampton,C65,Men,First,"New York, United States",New York,C,Male,Mr. Victor de Satode Penasco y Castellana,"Penasco y Castellana, Mr. Victor de Satode",Southampton,0,No,506,Cherbourg,male,1,Yes,Not Survived,Died,,PC 17758,18,40.6677,-74.0407,Point,108.9,108,1,50.9167,-1.38333,Point,0,1,LineString,1,0,0,41.726931,-49.948253
32,Southampton,P15,Women,Second,"New York, United States",New York,S,Female,Mrs. Frederick Charles (Jane Richards) Quick,"Quick, Mrs. Frederick Charles (Jane Richards)",Southampton,2,Yes,507,Southampton,female,0,No,Survived,Survived,,26360,33,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,2,2,LineString,0,1,1,41.726931,-49.948253
60,Southampton,P15,Men,First,"New York, United States",New York,S,Male,"Mr. George (""George Arthur Brayton"") Bradley","Bradley, Mr. George (""George Arthur Brayton"")",Southampton,0,No,508,Southampton,male,0,No,Survived,Survived,,111427,60,40.6677,-74.0407,Point,26.55,26,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
28,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Henry Margido Olsen,"Olsen, Mr. Henry Margido",Southampton,0,No,509,Southampton,male,0,No,Not Survived,Died,,C 4001,28,40.6677,-74.0407,Point,22.525,22,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
26,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Fang Lang,"Lang, Mr. Fang",Southampton,0,No,510,Southampton,male,0,No,Survived,Survived,,1601,26,40.6677,-74.0407,Point,56.4958,56,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
28,Southampton,P15,Men,Third,"New York, United States",New York,Q,Male,Mr. Eugene Patrick Daly,"Daly, Mr. Eugene Patrick",Southampton,0,No,511,Queenstown,male,0,No,Survived,Survived,,382651,29,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. James Webber,"Webber, Mr. James",Southampton,0,No,512,Southampton,male,0,No,Not Survived,Died,,SOTON/OQ 3101316,60,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
36,Southampton,E25,Men,First,"New York, United States",New York,S,Male,Mr. James Robert McGough,"McGough, Mr. James Robert",Southampton,0,No,513,Southampton,male,0,No,Survived,Survived,,PC 17473,36,40.6677,-74.0407,Point,26.2875,26,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
54,Southampton,P15,Women,First,"New York, United States",New York,C,Female,Mrs. Martin (Elizabeth L. Barrett) Rothschild,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",Southampton,0,No,514,Cherbourg,female,1,Yes,Survived,Survived,,PC 17603,54,40.6677,-74.0407,Point,59.4,59,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
24,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Satio Coleff,"Coleff, Mr. Satio",Southampton,0,No,515,Southampton,male,0,No,Not Survived,Died,,349209,24,40.6677,-74.0407,Point,7.4958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
46,Southampton,D46,Men,First,"New York, United States",New York,S,Male,Mr. William Anderson Walker,"Walker, Mr. William Anderson",Southampton,0,No,516,Southampton,male,0,No,Not Survived,Died,,36967,47,40.6677,-74.0407,Point,34.0208,34,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
34,Southampton,F33,Women,Second,"New York, United States",New York,S,Female,Mrs. (Amelia Milley) Lemore,"Lemore, Mrs. (Amelia Milley)",Southampton,0,No,517,Southampton,female,0,No,Survived,Survived,,C.A. 34260,34,40.6677,-74.0407,Point,10.5,10,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,Q,Male,Mr. Patrick Ryan,"Ryan, Mr. Patrick",Southampton,0,No,518,Queenstown,male,0,No,Not Survived,Died,,371110,60,40.6677,-74.0407,Point,24.15,24,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
36,Southampton,P15,Women,Second,"New York, United States",New York,S,Female,"Mrs. William A (Florence ""Mary"" Agnes Hughes) Angle","Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Southampton,0,No,519,Southampton,female,1,Yes,Survived,Survived,,226875,36,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,2,LineString,1,1,1,41.726931,-49.948253
32,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Stefo Pavlovic,"Pavlovic, Mr. Stefo",Southampton,0,No,520,Southampton,male,0,No,Not Survived,Died,,349242,32,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
30,Southampton,B73,Women,First,"New York, United States",New York,S,Female,Miss. Anne Perreault,"Perreault, Miss. Anne",Southampton,0,No,521,Southampton,female,0,No,Survived,Survived,,12749,30,40.6677,-74.0407,Point,93.5,93,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
22,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Janko Vovk,"Vovk, Mr. Janko",Southampton,0,No,522,Southampton,male,0,No,Not Survived,Died,,349252,22,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,C,Male,Mr. Sarkis Lahoud,"Lahoud, Mr. Sarkis",Southampton,0,No,523,Cherbourg,male,0,No,Not Survived,Died,,2624,60,40.6677,-74.0407,Point,7.225,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
44,Southampton,B18,Women,First,"New York, United States",New York,C,Female,Mrs. Louis Albert (Ida Sophia Fischer) Hippach,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",Southampton,1,Yes,524,Cherbourg,female,0,No,Survived,Survived,,111361,44,40.6677,-74.0407,Point,57.9792,57,1,50.9167,-1.38333,Point,1,1,LineString,0,1,1,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,C,Male,Mr. Fared Kassem,"Kassem, Mr. Fared",Southampton,0,No,525,Cherbourg,male,0,No,Not Survived,Died,,2700,60,40.6677,-74.0407,Point,7.2292,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
,Southampton,P15,Men,Third,"New York, United States",New York,Q,Male,Mr. James Farrell,"Farrell, Mr. James",Southampton,0,No,526,Queenstown,male,0,No,Not Survived,Died,,367232,,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
50,Southampton,P15,Women,Second,"New York, United States",New York,S,Female,Miss. Lucy Ridsdale,"Ridsdale, Miss. Lucy",Southampton,0,No,527,Southampton,female,0,No,Survived,Survived,,W./C. 14258,50,40.6677,-74.0407,Point,10.5,10,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
60,Southampton,C95,Men,First,"New York, United States",New York,S,Male,Mr. John Farthing,"Farthing, Mr. John",Southampton,0,No,528,Southampton,male,0,No,Not Survived,Died,,PC 17483,60,40.6677,-74.0407,Point,221.7792,221,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
38,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Johan Werner Salonen,"Salonen, Mr. Johan Werner",Southampton,0,No,529,Southampton,male,0,No,Not Survived,Died,,3101296,39,40.6677,-74.0407,Point,7.925,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
22,Southampton,P15,Men,Second,"New York, United States",New York,S,Male,Mr. Richard George Hocking,"Hocking, Mr. Richard George",Southampton,1,Yes,530,Southampton,male,2,Yes,Not Survived,Died,,29104,23,40.6677,-74.0407,Point,11.5,11,1,50.9167,-1.38333,Point,1,2,LineString,2,0,0,41.726931,-49.948253
2,Southampton,P15,Children,Second,"New York, United States",New York,S,Female,Miss. Phyllis May Quick,"Quick, Miss. Phyllis May",Southampton,1,Yes,531,Southampton,female,1,Yes,Survived,Survived,,26360,2,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,1,2,LineString,1,1,1,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,C,Male,Mr. Nakli Toufik,"Toufik, Mr. Nakli",Southampton,0,No,532,Cherbourg,male,0,No,Not Survived,Died,,2641,60,40.6677,-74.0407,Point,7.2292,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
16,Southampton,P15,Men,Third,"New York, United States",New York,C,Male,Mr. Joseph Jr Elias,"Elias, Mr. Joseph Jr",Southampton,1,Yes,533,Cherbourg,male,1,Yes,Not Survived,Died,,2690,17,40.6677,-74.0407,Point,7.2292,7,1,50.9167,-1.38333,Point,1,3,LineString,1,0,0,41.726931,-49.948253
60,Southampton,P15,Women,Third,"New York, United States",New York,C,Female,Mrs. Catherine (Catherine Rizk) Peter,"Peter, Mrs. Catherine (Catherine Rizk)",Southampton,2,Yes,534,Cherbourg,female,0,No,Survived,Survived,,2668,60,40.6677,-74.0407,Point,22.3583,22,1,50.9167,-1.38333,Point,2,3,LineString,0,1,1,41.726931,-49.948253
30,Southampton,P15,Women,Third,"New York, United States",New York,S,Female,Miss. Marija Cacic,"Cacic, Miss. Marija",Southampton,0,No,535,Southampton,female,0,No,Not Survived,Died,,315084,30,40.6677,-74.0407,Point,8.6625,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
6,Southampton,P15,Children,Second,"New York, United States",New York,S,Female,Miss. Eva Miriam Hart,"Hart, Miss. Eva Miriam",Southampton,2,Yes,536,Southampton,female,0,No,Survived,Survived,,F.C.C. 13529,7,40.6677,-74.0407,Point,26.25,26,1,50.9167,-1.38333,Point,2,2,LineString,0,1,1,41.726931,-49.948253
44,Southampton,B38,Men,First,"New York, United States",New York,S,Male,Major. Archibald Willingham Butt,"Butt, Major. Archibald Willingham",Southampton,0,No,537,Southampton,male,0,No,Not Survived,Died,,113050,45,40.6677,-74.0407,Point,26.55,26,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
30,Southampton,P15,Women,First,"New York, United States",New York,C,Female,Miss. Bertha LeRoy,"LeRoy, Miss. Bertha",Southampton,0,No,538,Cherbourg,female,0,No,Survived,Survived,,PC 17761,30,40.6677,-74.0407,Point,106.425,106,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Samuel Beard Risien,"Risien, Mr. Samuel Beard",Southampton,0,No,539,Southampton,male,0,No,Not Survived,Died,,364498,60,40.6677,-74.0407,Point,14.5,14,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
22,Southampton,B39,Women,First,"New York, United States",New York,C,Female,Miss. Hedwig Margaritha Frolicher,"Frolicher, Miss. Hedwig Margaritha",Southampton,2,Yes,540,Cherbourg,female,0,No,Survived,Survived,,13568,22,40.6677,-74.0407,Point,49.5,49,1,50.9167,-1.38333,Point,2,1,LineString,0,1,1,41.726931,-49.948253
36,Southampton,B22,Women,First,"New York, United States",New York,S,Female,Miss. Harriet R Crosby,"Crosby, Miss. Harriet R",Southampton,2,Yes,541,Southampton,female,0,No,Survived,Survived,,WE/P 5735,36,40.6677,-74.0407,Point,71,71,1,50.9167,-1.38333,Point,2,1,LineString,0,1,1,41.726931,-49.948253
8,Southampton,P15,Children,Third,"New York, United States",New York,S,Female,Miss. Ingeborg Constanzia Andersson,"Andersson, Miss. Ingeborg Constanzia",Southampton,2,Yes,542,Southampton,female,4,Yes,Not Survived,Died,,347082,9,40.6677,-74.0407,Point,31.275,31,1,50.9167,-1.38333,Point,2,3,LineString,4,0,0,41.726931,-49.948253
10,Southampton,P15,Children,Third,"New York, United States",New York,S,Female,Miss. Sigrid Elisabeth Andersson,"Andersson, Miss. Sigrid Elisabeth",Southampton,2,Yes,543,Southampton,female,4,Yes,Not Survived,Died,,347082,11,40.6677,-74.0407,Point,31.275,31,1,50.9167,-1.38333,Point,2,3,LineString,4,0,0,41.726931,-49.948253
32,Southampton,P15,Men,Second,"New York, United States",New York,S,Male,Mr. Edward Beane,"Beane, Mr. Edward",Southampton,0,No,544,Southampton,male,1,Yes,Survived,Survived,,2908,32,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,2,LineString,1,1,1,41.726931,-49.948253
50,Southampton,C86,Men,First,"New York, United States",New York,C,Male,Mr. Walter Donald Douglas,"Douglas, Mr. Walter Donald",Southampton,0,No,545,Cherbourg,male,1,Yes,Not Survived,Died,,PC 17761,50,40.6677,-74.0407,Point,106.425,106,1,50.9167,-1.38333,Point,0,1,LineString,1,0,0,41.726931,-49.948253
64,Southampton,P15,Men,First,"New York, United States",New York,S,Male,Mr. Arthur Ernest Nicholson,"Nicholson, Mr. Arthur Ernest",Southampton,0,No,546,Southampton,male,0,No,Not Survived,Died,,693,64,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
18,Southampton,P15,Women,Second,"New York, United States",New York,S,Female,Mrs. Edward (Ethel Clarke) Beane,"Beane, Mrs. Edward (Ethel Clarke)",Southampton,0,No,547,Southampton,female,1,Yes,Survived,Survived,,2908,19,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,2,LineString,1,1,1,41.726931,-49.948253
60,Southampton,P15,Men,Second,"New York, United States",New York,C,Male,Mr. Julian Padro y Manent,"Padro y Manent, Mr. Julian",Southampton,0,No,548,Cherbourg,male,0,No,Survived,Survived,,SC/PARIS 2146,60,40.6677,-74.0407,Point,13.8625,13,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
32,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Frank John Goldsmith,"Goldsmith, Mr. Frank John",Southampton,1,Yes,549,Southampton,male,1,Yes,Not Survived,Died,,363291,33,40.6677,-74.0407,Point,20.525,20,1,50.9167,-1.38333,Point,1,3,LineString,1,0,0,41.726931,-49.948253
8,Southampton,P15,Children,Second,"New York, United States",New York,S,Male,Master. John Morgan Jr Davies,"Davies, Master. John Morgan Jr",Southampton,1,Yes,550,Southampton,male,1,Yes,Survived,Survived,,C.A. 33112,8,40.6677,-74.0407,Point,36.75,36,1,50.9167,-1.38333,Point,1,2,LineString,1,1,1,41.726931,-49.948253
16,Southampton,C70,Men,First,"New York, United States",New York,C,Male,Mr. John Borland Jr Thayer,"Thayer, Mr. John Borland Jr",Southampton,2,Yes,551,Cherbourg,male,0,No,Survived,Survived,,17421,17,40.6677,-74.0407,Point,110.8833,110,1,50.9167,-1.38333,Point,2,1,LineString,0,1,1,41.726931,-49.948253
26,Southampton,P15,Men,Second,"New York, United States",New York,S,Male,Mr. Percival James R Sharp,"Sharp, Mr. Percival James R",Southampton,0,No,552,Southampton,male,0,No,Not Survived,Died,,244358,27,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,Q,Male,Mr. Timothy O'Brien,"O'Brien, Mr. Timothy",Southampton,0,No,553,Queenstown,male,0,No,Not Survived,Died,,330979,60,40.6677,-74.0407,Point,7.8292,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
22,Southampton,P15,Men,Third,"New York, United States",New York,C,Male,"Mr. Fahim (""Philip Zenni"") Leeni","Leeni, Mr. Fahim (""Philip Zenni"")",Southampton,0,No,554,Cherbourg,male,0,No,Survived,Survived,,2620,22,40.6677,-74.0407,Point,7.225,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
22,Southampton,P15,Women,Third,"New York, United States",New York,S,Female,Miss. Velin Ohman,"Ohman, Miss. Velin",Southampton,0,No,555,Southampton,female,0,No,Survived,Survived,,347085,22,40.6677,-74.0407,Point,7.775,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
62,Southampton,P15,Men,First,"New York, United States",New York,S,Male,Mr. George Wright,"Wright, Mr. George",Southampton,0,No,556,Southampton,male,0,No,Not Survived,Died,,113807,62,40.6677,-74.0407,Point,26.55,26,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
48,Southampton,A16,Women,First,"New York, United States",New York,C,Female,"Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"") Duff Gordon","Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",Southampton,0,No,557,Cherbourg,female,1,Yes,Survived,Survived,,11755,48,40.6677,-74.0407,Point,39.6,39,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
60,Southampton,P15,Men,First,"New York, United States",New York,C,Male,Mr. Victor Robbins,"Robbins, Mr. Victor",Southampton,0,No,558,Cherbourg,male,0,No,Not Survived,Died,,PC 17757,60,40.6677,-74.0407,Point,227.525,227,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
38,Southampton,E67,Women,First,"New York, United States",New York,S,Female,Mrs. Emil (Tillie Mandelbaum) Taussig,"Taussig, Mrs. Emil (Tillie Mandelbaum)",Southampton,1,Yes,559,Southampton,female,1,Yes,Survived,Survived,,110413,39,40.6677,-74.0407,Point,79.65,79,1,50.9167,-1.38333,Point,1,1,LineString,1,1,1,41.726931,-49.948253
36,Southampton,P15,Women,Third,"New York, United States",New York,S,Female,Mrs. Guillaume Joseph (Emma) de Messemaeker,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Southampton,0,No,560,Southampton,female,1,Yes,Survived,Survived,,345572,36,40.6677,-74.0407,Point,17.4,17,1,50.9167,-1.38333,Point,0,3,LineString,1,1,1,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,Q,Male,Mr. Thomas Rowan Morrow,"Morrow, Mr. Thomas Rowan",Southampton,0,No,561,Queenstown,male,0,No,Not Survived,Died,,372622,60,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
40,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Husein Sivic,"Sivic, Mr. Husein",Southampton,0,No,562,Southampton,male,0,No,Not Survived,Died,,349251,40,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
28,Southampton,P15,Men,Second,"New York, United States",New York,S,Male,Mr. Robert Douglas Norman,"Norman, Mr. Robert Douglas",Southampton,0,No,563,Southampton,male,0,No,Not Survived,Died,,218629,28,40.6677,-74.0407,Point,13.5,13,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. John Simmons,"Simmons, Mr. John",Southampton,0,No,564,Southampton,male,0,No,Not Survived,Died,,SOTON/OQ 392082,60,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Women,Third,"New York, United States",New York,S,Female,Miss. (Marion Ogden) Meanwell,"Meanwell, Miss. (Marion Ogden)",Southampton,0,No,565,Southampton,female,0,No,Not Survived,Died,,SOTON/O.Q. 392087,60,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
24,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Alfred J Davies,"Davies, Mr. Alfred J",Southampton,0,No,566,Southampton,male,2,Yes,Not Survived,Died,,A/4 48871,24,40.6677,-74.0407,Point,24.15,24,1,50.9167,-1.38333,Point,0,3,LineString,2,0,0,41.726931,-49.948253
18,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Ilia Stoytcheff,"Stoytcheff, Mr. Ilia",Southampton,0,No,567,Southampton,male,0,No,Not Survived,Died,,349205,19,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
28,Southampton,P15,Women,Third,"New York, United States",New York,S,Female,Mrs. Nils (Alma Cornelia Berglund) Palsson,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Southampton,4,Yes,568,Southampton,female,0,No,Not Survived,Died,,349909,29,40.6677,-74.0407,Point,21.075,21,1,50.9167,-1.38333,Point,4,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,C,Male,Mr. Tannous Doharr,"Doharr, Mr. Tannous",Southampton,0,No,569,Cherbourg,male,0,No,Not Survived,Died,,2686,60,40.6677,-74.0407,Point,7.2292,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
32,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Carl Jonsson,"Jonsson, Mr. Carl",Southampton,0,No,570,Southampton,male,0,No,Survived,Survived,,350417,32,40.6677,-74.0407,Point,7.8542,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
62,Southampton,P15,Men,Second,"New York, United States",New York,S,Male,Mr. George Harris,"Harris, Mr. George",Southampton,0,No,571,Southampton,male,0,No,Survived,Survived,,S.W./PP 752,62,40.6677,-74.0407,Point,10.5,10,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
52,Southampton,C101,Women,First,"New York, United States",New York,S,Female,Mrs. Edward Dale (Charlotte Lamson) Appleton,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",Southampton,0,No,572,Southampton,female,2,Yes,Survived,Survived,,11769,53,40.6677,-74.0407,Point,51.4792,51,1,50.9167,-1.38333,Point,0,1,LineString,2,1,1,41.726931,-49.948253
